Date,yhat,yhat_lower,yhat_upper
2015-08-01,9806.954895409846,4369.525859842931,15109.1558633798
2015-08-02,1429.5152708404842,0.0,4790.515747463045
2015-08-03,15062.832859706945,11264.318430779984,18409.889463790816
2015-08-04,12838.1709567332,10060.077163026435,16683.910872168228
2015-08-05,13895.374170961093,10380.645019953377,16378.056950374501
2015-08-06,13117.369273594577,10169.557618280789,16437.105889499468
2015-08-07,12932.53554527264,9217.147131746488,16194.444377554702
2015-08-08,10693.938023662486,8117.899150193579,13291.10425663763
2015-08-09,1520.255555667997,264.3139109490987,4268.58178917844
2015-08-10,14755.72577575039,13095.576680190217,18633.23617311409
2015-08-11,13046.54675283435,11147.041524222233,17806.17140621398
2015-08-12,12136.606287464445,10364.931227483105,15861.484135654671
2015-08-13,12349.798674393358,10030.61305900283,15546.032053538413
2015-08-14,12518.306650083066,9831.40908959807,16869.39611989251
2015-08-15,10139.639306609071,7349.0332361857545,12815.380868016113
2015-08-16,1515.7584554211585,251.76442426063866,4329.894254872947
2015-08-17,13478.317493482244,11828.475195342558,17369.282846927505
2015-08-18,12847.393819800469,10142.021571362682,16180.015633787027
2015-08-19,11677.239883435715,9288.913982535578,15202.885881354941
2015-08-20,12122.886094095149,9690.292299648492,15528.682956390578
2015-08-21,11908.686649788193,9131.15082900851,15141.510027253124
2015-08-22,9964.532434655184,7054.025488569264,12986.416381796113
2015-08-23,1614.1089073376143,247.24756061225835,4170.0413195587
2015-08-24,13578.529085384069,11245.282487900746,17684.480106094386
2015-08-25,12737.155373142512,9888.01467613697,16287.007349914467
2015-08-26,11854.392642179333,9083.206799407184,15456.845059199171
2015-08-27,12110.022782737282,8961.19238142281,15688.270721838564
2015-08-28,12272.342788747406,9164.801692223846,15611.572866418068
