Date,yhat,yhat_lower,yhat_upper
2015-08-01,13316.719643077515,7676.236930202695,17078.64081894273
2015-08-02,104.33081194034531,0.0,3368.9529633555976
2015-08-03,13605.703323364829,10609.641118804913,18076.89841965238
2015-08-04,13525.70005811538,10080.537934421558,16637.28796549225
2015-08-05,12365.242880627931,9260.918413396248,15324.31473332594
2015-08-06,12240.605959585795,8978.69216755754,15618.301493990573
2015-08-07,11508.427064782672,8508.507523353599,14762.50517658159
2015-08-08,12354.090649459344,9484.565958156083,15582.334965167509
2015-08-09,154.76758656399284,0.0,3032.9239703093167
2015-08-10,12953.468268229914,10447.863518645701,17004.433827573826
2015-08-11,12646.985515492452,10006.664953705422,16375.446753681346
2015-08-12,11652.065093456113,8515.79867347809,15602.386758197776
2015-08-13,11799.725039079953,8248.736981812388,15379.084388335854
2015-08-14,11505.51801309502,8155.046030718851,15757.32528296326
2015-08-15,12553.430447901837,9238.111303086778,16144.654856615554
2015-08-16,745.2965293783612,728.498239324069,3543.7547445920636
2015-08-17,12414.51299133039,9465.200492973729,16746.952983406438
2015-08-18,12225.586304020117,8771.871478869089,15884.22236022628
2015-08-19,11503.589128677344,8118.220378908061,15047.841940243263
2015-08-20,11399.728467855373,8109.499480376253,14968.846891023431
2015-08-21,11550.490928924273,7863.943368183049,14878.549435641777
2015-08-22,12316.198111034577,8758.973831581074,15627.881802540925
2015-08-23,989.1672640930983,745.5738479832614,3731.5936039787443
2015-08-24,12553.76915408872,9483.476118161982,16746.623533321166
2015-08-25,12324.609632973297,9143.240305300315,15930.013595496548
2015-08-26,11722.547937285868,8175.7850088019695,15798.283284680465
2015-08-27,11859.755597139772,8264.208196712183,15883.421493207345
2015-08-28,12340.90044102042,8455.68396457274,16246.202966581444
