Date,yhat,yhat_lower,yhat_upper
2015-08-01,12417.573363622387,6057.842364432807,15648.955141875176
2015-08-02,0.0,0.0,3493.368650950471
2015-08-03,11286.032625011405,5792.268797676949,15002.92215582728
2015-08-04,10747.308486214275,5867.860034618623,14541.566753095947
2015-08-05,10367.824189234081,5283.64179151494,14327.110361675801
2015-08-06,9435.463124572372,4633.628262054355,13729.48712564108
2015-08-07,10606.474891986774,5278.488147613622,14208.776085571279
2015-08-08,11654.670090423897,5760.128242041786,14991.34853499976
2015-08-09,0.0,0.0,2952.565354477861
2015-08-10,10926.347618309865,6409.004085119826,16723.20255067602
2015-08-11,10714.03893320657,5811.556227427258,15655.993270928499
2015-08-12,10427.44895049007,5554.038568125739,15120.985311806686
2015-08-13,9462.64856414323,4831.199614016301,14573.782952357597
2015-08-14,10603.287800285188,5301.4821638443755,14895.534592094944
2015-08-15,11838.111956834779,5919.387702440618,15584.886133336899
2015-08-16,0.0,0.0,3226.9339909949376
2015-08-17,10528.218101951836,5806.423418174706,15548.680162771898
2015-08-18,10399.792397901376,5295.064712634453,14101.15110765263
2015-08-19,10112.289769677798,4996.596636464893,13942.759755491701
2015-08-20,9380.196879589239,4302.062574623815,13271.161389511828
2015-08-21,10373.088945988206,5103.527493344194,13920.271781773321
2015-08-22,11751.95783104984,5804.364135581625,15063.09778468912
2015-08-23,0.0,0.0,3252.0683803241213
2015-08-24,10701.61918585784,6105.543999762165,16653.383860363916
2015-08-25,10303.086377677115,5500.869935850715,15173.630114612952
2015-08-26,10065.730383615932,5185.488838498604,14753.488340177886
2015-08-27,9359.401526634025,4517.692748498872,13968.481559724405
2015-08-28,10973.317286291207,5665.476510314237,15441.038214688502
