Date,yhat,yhat_lower,yhat_upper
2015-08-01,14570.932854387562,12827.75884409398,16504.12241851183
2015-08-02,16144.79204840168,14113.818953718552,17650.252257794382
2015-08-03,15092.904936937932,13684.24207895734,17335.165655708268
2015-08-04,14282.239150905945,12648.772456296918,16382.886375110584
2015-08-05,14192.533731293694,12682.008205698095,16116.29266817023
2015-08-06,14347.35973078827,12934.388378162257,16351.025459355089
2015-08-07,15141.102114572896,13715.582587457116,17048.936329057753
2015-08-08,13619.406820389086,12269.918633676178,15984.502244256899
2015-08-09,15351.960752816412,13822.793710455935,17043.25728262288
2015-08-10,14981.34470164753,13834.449286375428,17094.65817712553
2015-08-11,14136.648215609803,12714.894866650622,16463.151594661682
2015-08-12,14328.70894175467,12488.823794330281,16223.58377956289
2015-08-13,14654.538756176826,13231.783206118855,16564.038270768346
2015-08-14,15678.459015088858,14052.361226017929,17266.869414182103
2015-08-15,13831.206288579335,12450.349521847023,16283.518999790973
2015-08-16,15411.093199700503,13795.279907443131,17029.54861329263
2015-08-17,14717.312652688415,13673.36843162515,16960.93354641119
2015-08-18,13944.530790334866,12687.55060368027,16313.423374402857
2015-08-19,13781.847988310265,12411.219652869979,16237.254681802558
2015-08-20,14051.651802062606,12805.602263512501,16363.689394739054
2015-08-21,14829.684806928493,13406.587986579834,16861.181644935903
2015-08-22,13392.492363195965,11923.410517883825,15944.06460837503
2015-08-23,15030.477066247331,13289.914754783164,16965.308180544238
2015-08-24,14802.643430266318,13605.095906842042,16955.477801143777
2015-08-25,13945.153232232025,12658.272144145722,16101.913981706031
2015-08-26,13665.075846279982,12455.93602942483,16220.833971541826
2015-08-27,13905.970895977522,12916.209966388298,16353.001140447894
2015-08-28,15033.31504729782,13621.396260618789,17136.986927423495
