Date,yhat,yhat_lower,yhat_upper
2015-08-01,14569.448295076838,12472.093872878238,16568.39306485744
2015-08-02,20960.65680311672,17458.108922194853,22804.461590982148
2015-08-03,19263.620039234105,16998.928541596462,21488.562446458578
2015-08-04,17750.840187175352,16124.609156966382,20043.812223079774
2015-08-05,17071.525035112994,15287.946114440918,19334.748266884253
2015-08-06,17074.499623302832,15462.58753250162,19495.34478379684
2015-08-07,17589.585169372775,15766.723479563447,19623.41847038747
2015-08-08,13569.266235113126,11986.396368388,15944.949397480068
2015-08-09,19837.478208288354,16953.34913449465,21737.580987329013
2015-08-10,18251.5184531002,16862.211460251383,20691.151520153686
2015-08-11,16931.933103657128,15379.054949286936,19611.664368313366
2015-08-12,16282.422129870622,15000.547317673057,19373.169408953494
2015-08-13,16323.131305200832,14991.87548213781,19266.19660457589
2015-08-14,17561.615520139516,15625.02904326619,19820.239459466597
2015-08-15,13414.972524081084,11804.218102905608,16070.87279707507
2015-08-16,19778.927117705625,16929.50683417188,21798.339541550507
2015-08-17,18111.20629859229,15853.039133909755,20587.19081949655
2015-08-18,16346.111764601868,14603.757558586149,19361.204788728297
2015-08-19,16052.747074678146,14164.655987026596,18828.25649660315
2015-08-20,16002.825640466926,14210.152254196984,18857.77630151657
2015-08-21,17003.09469301519,14902.27357342013,19572.6456636801
2015-08-22,13313.662545962252,11669.603249142521,15959.798813420888
2015-08-23,19294.738080701227,16172.234325888245,21623.647205678993
2015-08-24,17833.24595144957,15405.724598768338,20542.03718251628
2015-08-25,16259.596956856061,14292.659770435335,19178.018612909284
2015-08-26,15839.417635905957,14121.991764150189,18954.62598043112
2015-08-27,16142.503482180427,14204.85980253205,19143.589362874984
2015-08-28,17599.464475935732,15044.014027644631,20291.575071182382
