Date,yhat,yhat_lower,yhat_upper
2015-08-01,17514.112949882794,10726.65195306015,20936.33844813602
2015-08-02,438.05145064824893,0.0,5033.876134612401
2015-08-03,14698.625719082871,11350.664678348243,18974.792892397207
2015-08-04,14031.58733774544,10629.794000228727,18094.20787635756
2015-08-05,14482.05611436847,11210.376976998425,18059.04984872107
2015-08-06,13252.372984899292,9478.889014391714,16648.682454283386
2015-08-07,13572.188730117947,9871.795405494562,17002.228781501653
2015-08-08,15933.230617252295,12521.436818589773,19901.503134517297
2015-08-09,1288.77675316382,683.965812632369,4566.44711209343
2015-08-10,15970.566595753882,11567.873307974181,19273.054198275197
2015-08-11,14500.587018542903,11116.904190707464,19309.441966132894
2015-08-12,14741.302891322532,11544.951273890074,19280.554891259177
2015-08-13,12702.772262499526,9783.60365796295,17213.63148164154
2015-08-14,13345.103046480423,9867.049206569867,17888.29556241675
2015-08-15,16826.633119164915,13259.176819893863,20858.497370048834
2015-08-16,1816.677416319123,776.1910953402199,4954.741794166453
2015-08-17,14503.935096584093,11120.92784532304,18406.553018442377
2015-08-18,13468.905704072477,10410.033970630524,17957.28527341338
2015-08-19,13715.842041203816,10495.438924834121,17898.539079442795
2015-08-20,12438.78334568886,9225.661423064961,16303.524203170815
2015-08-21,12978.923302977975,9532.574107511948,16700.570353958326
2015-08-22,16013.61860964546,12148.9454439682,19722.24629504697
2015-08-23,1770.8337501408726,794.7882151463515,5142.303099789635
2015-08-24,15002.201657041885,11485.99554094707,18490.451312179954
2015-08-25,13702.569303883543,10686.50656136081,18247.31018195063
2015-08-26,13942.007894708897,10562.157042022904,18263.730223190505
2015-08-27,12599.469574471816,9559.716886767392,16665.292448093776
2015-08-28,13388.96489986463,9761.049252255603,17194.10892392315
