Date,yhat,yhat_lower,yhat_upper
2015-08-01,11237.988523162563,5627.770708405766,14549.050683558577
2015-08-02,363.8321010651708,0.0,3986.9432566741843
2015-08-03,12729.53304256225,9727.80432894455,15894.500395909337
2015-08-04,12604.317133762284,9548.539090399889,15780.871035997581
2015-08-05,12041.314274935625,8804.277999595066,15296.972195250233
2015-08-06,11665.716273747017,8321.314205287754,15041.098770122306
2015-08-07,11601.104725355766,8220.525778838746,15034.157098905333
2015-08-08,10762.190557600981,7477.277348706975,14021.712642938308
2015-08-09,345.0360716335165,802.1007919062257,3354.529493697407
2015-08-10,12893.754838766166,9821.656720531682,17382.859540443074
2015-08-11,12339.003007630832,9861.712185997854,17172.956837373185
2015-08-12,11719.691728352715,9302.094144798617,15665.013889545568
2015-08-13,11288.92692937687,8858.61126738946,15004.459635535266
2015-08-14,11513.447847808018,8774.756695166403,15156.553261386242
2015-08-15,11051.264376483763,7846.7098440374875,14340.900356200022
2015-08-16,625.0594121429507,827.6655213613996,3742.61106629172
2015-08-17,12550.374539301743,9609.410089789895,15612.525945746036
2015-08-18,12318.632591282261,9394.248241325966,15778.728694572033
2015-08-19,11864.971349258583,8748.073520449236,15202.098526763824
2015-08-20,11546.169030691493,8507.060721113696,14933.479739946819
2015-08-21,11498.966567656122,8460.518809303298,14843.368320828671
2015-08-22,10881.272616610298,7629.004805112661,14171.949203342245
2015-08-23,587.8248708745423,819.8996627947276,3742.61106629172
2015-08-24,12646.397193213947,9636.324086300727,17057.239489122105
2015-08-25,12161.0358978125,9680.736583606686,16025.5459448609
2015-08-26,11664.951146857631,8845.260281421612,15577.696184901062
2015-08-27,11977.07057267992,8734.796834164445,15208.327058267458
2015-08-28,12643.46701673852,8903.436002381668,15579.09565861692
