Date,yhat,yhat_lower,yhat_upper
2015-08-01,12935.4806682956,9030.151228547275,17124.42223906143
2015-08-02,1824.2805465937997,0.0,5790.318633528463
2015-08-03,14446.013042458857,11084.942461478076,18336.290590007833
2015-08-04,13893.145171124743,10933.232815660287,16655.245628252596
2015-08-05,13646.556852620768,10281.493354043247,16408.65730974862
2015-08-06,13061.348262344847,9905.187923117808,15823.4487194727
2015-08-07,13647.245686055492,9638.160929479112,16409.346143183346
2015-08-08,12728.383153237366,9342.016915091692,15622.74925909044
2015-08-09,1775.5538906924078,272.9398915706146,4621.065605787503
2015-08-10,14885.080463155551,13269.227697265098,19077.721302113718
2015-08-11,13424.607380595575,10749.60997284532,16594.848287431803
2015-08-12,12904.964672581758,10210.700824592379,16361.723684815888
2015-08-13,12910.187487955587,9942.763459633534,16108.43512911339
2015-08-14,13157.908077617001,10464.68778017582,16963.213490470444
2015-08-15,12292.087206656488,9380.595971500139,15620.13584037813
2015-08-16,1687.1297550531926,284.0864877915832,4576.949675446787
2015-08-17,14309.76812006054,11763.207858655616,17517.016218780038
2015-08-18,13045.749929717273,10272.983885877544,16447.381674530046
2015-08-19,12621.083124747904,9720.969615482352,16096.615335266717
2015-08-20,12682.5651224508,9689.728441369052,15829.196698865071
2015-08-21,12964.075726001585,9833.971451318117,15976.118299504134
2015-08-22,12368.136740413462,9076.012670494985,15404.479195103522
2015-08-23,1716.1936853715176,22.77963985459716,4591.438707173065
2015-08-24,14303.845630225354,11842.644937988396,18211.854249222706
2015-08-25,13226.75031719349,10525.232797369466,16956.152711056642
2015-08-26,12753.690886369808,9937.883470777258,16381.166108493513
2015-08-27,12952.313892480086,9896.942236345527,16459.111954845866
2015-08-28,14022.845756425639,10076.399151599313,17314.11763410719
