Date,yhat,yhat_lower,yhat_upper
2015-08-01,11729.60728782124,10053.392095720288,13941.352022465624
2015-08-02,11829.771273867116,10488.856599259483,13282.331599535046
2015-08-03,12287.459345984802,10815.738084686938,13708.38843299677
2015-08-04,11296.477385136452,10027.277329200217,12611.070593189412
2015-08-05,11119.05879670575,9939.955209604868,12869.29085303233
2015-08-06,11131.315949597574,9853.704502303897,12378.143262793803
2015-08-07,12203.13057543946,10634.20678825044,13523.939873896721
2015-08-08,11138.377149106565,9385.50616871777,13318.830440956495
2015-08-09,11512.412057363017,10001.801471602463,13317.328513685086
2015-08-10,12006.115139999507,10549.251504050786,13888.59705654699
2015-08-11,11292.231476640041,9730.416570792448,13341.07584476334
2015-08-12,11108.002345461915,9761.826993413826,13068.30339688851
2015-08-13,11266.802274465148,9822.870295482557,13054.031274974503
2015-08-14,12562.902467656157,10887.74933498001,14148.5056317265
2015-08-15,11610.990058707066,9890.421568648175,13829.196012561377
2015-08-16,11673.66518147409,10221.876745876107,13417.690277011454
2015-08-17,11852.395559191842,10453.932977572758,13728.181639203849
2015-08-18,11057.031770428752,9647.018244556128,13092.555173470078
2015-08-19,10969.360733370357,9761.603439619004,12911.675101504123
2015-08-20,11042.518893282555,9684.296525933174,12439.935151805264
2015-08-21,12184.387001512807,10718.684274554327,13323.057217142214
2015-08-22,11217.550430024537,9741.935851220062,13087.561724336148
2015-08-23,11351.031242603063,10087.049238031224,13016.451931982869
2015-08-24,11823.311255267636,10459.542140748958,13489.247676616476
2015-08-25,11025.479291387,9645.436712005663,13064.55143699957
2015-08-26,11060.577976869601,9583.131477286359,12994.157912807757
2015-08-27,11329.000660605212,9908.322417052097,12956.53925497281
2015-08-28,12688.675023103457,10746.0176363426,13927.53433509325
