Date,yhat,yhat_lower,yhat_upper
2015-08-01,10156.996608433317,3489.1391776555565,14388.741889091492
2015-08-02,173.69453473764787,0.0,3431.7552043713094
2015-08-03,12249.651902193466,9455.513208605716,17026.087159291303
2015-08-04,12534.36726303676,9690.408375022842,16011.358487658046
2015-08-05,12262.235078556947,9282.379477619597,15606.799976624097
2015-08-06,12230.975544620453,8938.051153640741,15617.167142740302
2015-08-07,13292.868096492111,9773.747596030604,16255.775963938835
2015-08-08,10055.749676741492,6965.977887519408,13266.63927997782
2015-08-09,376.4442310703467,247.06816396666179,3061.3615534697733
2015-08-10,13555.806338259907,11315.07157062873,18004.756349666488
2015-08-11,12477.241439870737,9608.032419860041,16212.541737996286
2015-08-12,11911.33791709011,9323.098724422864,15800.37156057843
2015-08-13,12205.264487093104,9636.806183653673,16200.05712254397
2015-08-14,12490.352685808086,9947.073805691914,17114.689449308913
2015-08-15,10135.654327379758,7211.128650260466,13728.637246100832
2015-08-16,565.942821562544,260.30898130539555,3986.286657477295
2015-08-17,13004.08620667454,10434.54104527252,16549.164582887366
2015-08-18,12105.977993746186,9493.7111220801,15850.1643524772
2015-08-19,11577.831955485122,8979.815072881382,15406.846150206653
2015-08-20,11833.371278999366,9289.159925680138,16028.895416673913
2015-08-21,12094.427391041345,9533.853876689504,16163.572632248834
2015-08-22,10041.634125036606,7152.660769263905,13365.920847799327
2015-08-23,550.3866786513966,253.54089070000643,3971.469174890283
2015-08-24,12875.52069955997,10323.753422933743,17666.06977942337
2015-08-25,12269.891312841424,9491.714909701652,16076.316990138817
2015-08-26,11733.097578212788,8941.655564950106,15575.079538363236
2015-08-27,12084.38058625962,9231.18151407735,16531.85481994063
2015-08-28,12697.221899508415,9406.756149109555,17586.800137604172
