Date,yhat,yhat_lower,yhat_upper
2015-08-01,22591.244931163383,15871.111037944745,28742.614647446237
2015-08-02,282.1899852258673,0.0,7356.208769071269
2015-08-03,21709.217092599065,14788.207135193557,28791.46694374027
2015-08-04,18093.010761288657,12285.188751850552,24213.752400542402
2015-08-05,19165.02028060181,13473.494300904382,25727.18108520769
2015-08-06,18211.58839756167,12456.056728564467,24715.246086302865
2015-08-07,20305.328635904836,14095.922206203886,25721.342958151417
2015-08-08,21821.46904177804,16149.609190246118,27046.922424490844
2015-08-09,1411.0683064091102,1136.4894817167165,5881.934488558746
2015-08-10,20276.667076087208,15581.48445043491,27421.668943010518
2015-08-11,18181.360387939054,12712.870468526084,25349.451924915607
2015-08-12,18501.085533964593,13595.617005090506,25420.95878878903
2015-08-13,17343.029172495284,12873.690023858597,23708.650818832753
2015-08-14,21015.61693661837,14832.319174103348,25564.87439522385
2015-08-15,21347.63069823727,15919.185557653704,26280.738524678978
2015-08-16,1611.7068191839105,1130.718367408263,5650.839403249911
2015-08-17,19730.43825471132,14946.643777867157,26177.461031035687
2015-08-18,16974.648842107676,12040.985514285303,22022.152190579243
2015-08-19,16979.30126959968,12705.184622217468,22255.95984680038
2015-08-20,16713.238291608453,12486.019920168479,22557.5556028062
2015-08-21,19771.070661071215,14250.547021169512,24212.37136503671
2015-08-22,21421.843935272514,14650.059736104577,26117.107025005025
2015-08-23,1697.672289828673,939.2772094195439,5736.804873894674
2015-08-24,19664.71471067319,14414.536211648454,25687.96433136566
2015-08-25,17575.294360407886,12025.549425529898,23174.422883985993
2015-08-26,18015.789306461927,12599.152348865602,23750.077527787806
2015-08-27,16801.638009707112,11933.202167002542,22930.314263478504
2015-08-28,19859.497755356584,13658.935224077053,24861.508151048467
