Date,yhat,yhat_lower,yhat_upper
2015-08-01,16688.477866957983,8975.779314807842,21032.073716384053
2015-08-02,37.58233005112729,0.0,4310.400056063305
2015-08-03,16345.078850301763,13650.667768886287,21081.32408860986
2015-08-04,14929.225212773988,12030.44102563601,19481.386322712417
2015-08-05,14750.712198392946,11473.340518032714,18941.293446971198
2015-08-06,15317.766992292252,11940.602178843661,19056.55635213229
2015-08-07,14878.791995775462,11759.510895604264,18845.89618106834
2015-08-08,16196.331215303953,12454.45851053075,19478.309018571737
2015-08-09,334.83862651196534,969.9955160249624,3675.8215793413056
2015-08-10,16327.613707113018,13512.109636507477,20827.800246530467
2015-08-11,15224.32574651256,12080.368125903586,19647.28030051002
2015-08-12,14714.91562326783,11720.406480293563,19200.82640376823
2015-08-13,15463.031762080425,12152.579672555918,19804.054359443628
2015-08-14,15545.267112678986,12198.269257207397,20025.56347992211
2015-08-15,16276.361263894549,12910.08842801977,20319.132835183533
2015-08-16,550.7814736483782,1021.4080266738864,3600.0563715207795
2015-08-17,15929.739845797436,13494.574869769809,20275.136936177732
2015-08-18,14713.594540365328,11849.353282008267,19053.7222173573
2015-08-19,14215.45164623873,11168.041908250101,18713.630219696326
2015-08-20,14613.874274282658,11902.185857785063,19296.64517761282
2015-08-21,14876.316732372126,11475.209179483698,19143.952003089325
2015-08-22,15948.518817684482,12724.375055216628,19908.42144589631
2015-08-23,471.6838300318151,977.516638535317,3562.088179813545
2015-08-24,15406.948654486221,12883.461106799139,20025.55850563408
2015-08-25,14557.910357821822,11927.18287203578,18882.271345295172
2015-08-26,13714.614806465252,11164.991273505082,18564.09548816475
2015-08-27,14610.50833777992,11866.6911578469,19035.115815460074
2015-08-28,15550.56500352889,11897.130346382013,19335.074031555043
