Date,yhat,yhat_lower,yhat_upper
2015-08-01,12189.433765964293,3565.1971339290512,17508.48867911757
2015-08-02,1055.0980117354754,0.0,4560.9652208179405
2015-08-03,15204.348734941716,11770.791356557918,19768.195438584924
2015-08-04,14811.61544479811,11700.791504207209,17743.021094302978
2015-08-05,13968.922532543671,10641.025975867928,17042.753364112854
2015-08-06,14387.543854775817,10787.598672068048,17439.2931327203
2015-08-07,13793.544160806716,10795.139518464228,17247.270495647594
2015-08-08,12971.257409220816,9606.20419364595,16070.683906845197
2015-08-09,991.1903977912993,316.8702926117146,3911.317022544834
2015-08-10,15113.463033028092,12782.837721396887,19492.65406174914
2015-08-11,14653.68990933364,11414.216092070596,18074.206166769014
2015-08-12,13624.003039577476,10448.368805149028,17110.908789615696
2015-08-13,14147.616116213565,10451.605573402558,17539.57171602048
2015-08-14,13485.040061531829,10330.266978343108,17016.018028052564
2015-08-15,12270.964170676672,9056.481447937585,15820.53848145609
2015-08-16,825.1886701349346,314.96063346020713,4224.834342047917
2015-08-17,14221.801700580065,12060.252421715322,18257.105212369162
2015-08-18,13900.147779840257,10886.810202153732,17257.825235953027
2015-08-19,12768.353210618552,10026.711069821276,16417.159024079236
2015-08-20,13211.481273262394,10290.673114648838,16838.62402280831
2015-08-21,12977.816168661906,9933.451630085243,16447.586050707665
2015-08-22,12293.324129622422,8992.13814166018,15673.475379069623
2015-08-23,1071.8255861257014,316.4264131749192,4227.034536403613
2015-08-24,14505.179522571136,11812.503377641564,18320.019782578132
2015-08-25,13911.911749202394,11156.657995932726,17654.44569098094
2015-08-26,12709.368301562183,10322.035262293597,16706.447472948475
2015-08-27,13617.006862047121,10724.556374503121,17119.346386146965
2015-08-28,14100.480025816523,10607.322652861634,17299.839975337207
