Date,yhat,yhat_lower,yhat_upper
2015-08-01,10422.087350242677,5931.734330389658,14167.723929224612
2015-08-02,1342.0340732920786,0.0,4577.351136512329
2015-08-03,15064.56245920077,12012.63187639102,18954.26130608945
2015-08-04,14330.571600155068,11038.003702324278,17687.208013132353
2015-08-05,13178.399298431348,9881.188277576415,16536.78623832119
2015-08-06,13013.196678787881,9698.947999873313,16465.42231542528
2015-08-07,12788.150737418855,9214.041300740908,16131.44091970164
2015-08-08,10386.840974031078,6728.07601652367,13983.576256237264
2015-08-09,1378.9451458571161,5.564280189422143e-14,4538.962221043751
2015-08-10,15287.97742207682,11685.413932065674,19281.223359025025
2015-08-11,14164.37586195394,10403.481932770608,18354.754648557708
2015-08-12,12524.100126691483,8909.213612790318,17023.800208391418
2015-08-13,12446.588022528103,8744.486959206517,16806.373648092755
2015-08-14,12088.216088365396,8728.827552081602,16667.415962024963
2015-08-15,10194.921883579176,6531.693167626756,14121.737758190655
2015-08-16,1431.399902831509,150.914666826596,4834.939038496833
2015-08-17,14736.597568695888,10986.990156267264,18386.202998959223
2015-08-18,13807.722213171526,9850.645134416653,17774.61489452474
2015-08-19,12241.547286954577,8606.369943635042,16629.71283162782
2015-08-20,12027.598863283392,8693.269136169834,16415.787790748564
2015-08-21,11795.617276624656,8294.151326896548,15985.639815767317
2015-08-22,10334.761329204175,6761.339360235055,14178.65614429418
2015-08-23,1457.5236881475623,151.32849353542187,4828.309550924913
2015-08-24,15018.105375092227,10883.325723723048,19256.73446280731
2015-08-25,13939.283400099226,9886.0718268884,18006.609439814245
2015-08-26,12412.345937412625,8627.105499727548,16951.98978791045
2015-08-27,12488.875683866523,8679.100750187758,16805.64642219903
2015-08-28,12587.723491276734,8393.20212351492,17188.908233567778
